,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,prediction
2143,56,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,594,1,-1,0,unknown,no,1.0
2144,59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no,1.0
2145,32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,501,4,-1,0,unknown,no,1.0
2146,57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown,no,1.0
2147,49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,unknown,no,1.0
2148,56,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18,2,-1,0,unknown,no,0.0
2149,48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243,1,-1,0,unknown,no,1.0
2150,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes,1.0
2151,31,management,single,tertiary,no,574,yes,no,cellular,16,jul,410,2,-1,0,unknown,no,1.0
2152,28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190,1,-1,0,unknown,no,0.0
2153,36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,no,0.0
2154,58,housemaid,married,primary,no,0,yes,no,telephone,9,jul,148,1,-1,0,unknown,no,0.0
2155,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,no,0.0
2156,32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,unknown,no,0.0
2157,39,services,married,secondary,no,-540,no,no,unknown,6,jun,29,1,-1,0,unknown,no,0.0
2158,35,self-employed,married,tertiary,no,560,yes,no,cellular,2,apr,58,1,136,1,failure,no,0.0
2159,31,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,2,-1,0,unknown,yes,1.0
2160,29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes,1.0
2161,48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348,1,-1,0,unknown,no,1.0
2162,60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,unknown,no,0.0
2163,74,retired,married,secondary,no,935,no,no,cellular,26,jan,100,1,104,1,other,no,0.0
2164,30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no,1.0
2165,52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,no,0.0
2166,24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,90,1,-1,0,unknown,no,0.0
2167,29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,unknown,no,1.0
2168,33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,unknown,no,1.0
2169,34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672,3,-1,0,unknown,no,1.0
2170,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes,0.0
2171,31,blue-collar,married,secondary,no,0,no,yes,telephone,15,jul,275,2,-1,0,unknown,no,1.0
2172,45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76,1,-1,0,unknown,no,1.0
2173,27,services,married,secondary,no,-1202,yes,no,unknown,4,jun,749,2,-1,0,unknown,no,1.0
2174,30,management,single,tertiary,no,4213,no,no,cellular,25,aug,142,4,-1,0,unknown,no,0.0
2175,45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,unknown,no,1.0
2176,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure,no,0.0
2177,34,management,married,tertiary,no,1310,no,no,telephone,30,jan,521,3,158,7,other,no,1.0
2178,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no,0.0
2179,39,management,married,tertiary,no,399,no,no,cellular,9,apr,504,1,-1,0,unknown,no,1.0
2180,46,technician,married,tertiary,no,405,no,no,cellular,11,aug,138,3,-1,0,unknown,no,1.0
2181,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes,0.0
2182,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes,1.0
2183,34,management,married,tertiary,no,697,no,no,cellular,5,aug,166,1,-1,0,unknown,no,0.0
2184,37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success,no,1.0
2185,64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,unknown,no,1.0
2186,45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,failure,no,1.0
2187,57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,73,1,-1,0,unknown,no,0.0
2188,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown,no,1.0
2189,58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137,1,-1,0,unknown,no,1.0
2190,41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,yes,1.0
2191,41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown,no,1.0
2192,58,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown,no,1.0
2193,33,management,married,tertiary,no,287,yes,no,cellular,15,may,199,2,274,3,other,no,1.0
2194,32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97,3,-1,0,unknown,no,1.0
2195,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no,1.0
2196,47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384,1,99,4,success,no,1.0
2197,41,self-employed,married,primary,no,340,no,no,unknown,6,jun,37,3,-1,0,unknown,no,0.0
2198,54,technician,married,tertiary,no,98,no,no,cellular,8,aug,420,4,-1,0,unknown,no,1.0
2199,47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure,no,1.0
2200,32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no,0.0
2201,59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376,2,-1,0,unknown,no,1.0
2202,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes,0.0
2203,48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,unknown,no,0.0
2204,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes,1.0
2205,46,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728,2,-1,0,unknown,no,1.0
2206,31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown,no,0.0
2207,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes,1.0
2208,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,no,1.0
2209,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no,0.0
2210,32,technician,married,secondary,no,687,no,no,cellular,20,aug,161,4,-1,0,unknown,no,0.0
2211,31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,unknown,no,0.0
2212,27,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,54,2,-1,0,unknown,no,0.0
2213,60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,no,1.0
2214,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,no,1.0
2215,52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no,0.0
2216,48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,unknown,no,1.0
2217,45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no,1.0
2218,54,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,81,1,-1,0,unknown,no,0.0
2219,52,services,married,secondary,no,2072,no,no,cellular,10,jul,224,1,-1,0,unknown,no,1.0
2220,47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189,4,-1,0,unknown,no,0.0
2221,54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,unknown,no,1.0
2222,34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,unknown,no,0.0
2223,39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,unknown,no,1.0
2224,46,technician,married,secondary,no,2098,no,no,cellular,7,aug,110,2,-1,0,unknown,no,1.0
2225,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no,1.0
2226,37,technician,single,secondary,no,61,yes,no,unknown,19,may,182,8,-1,0,unknown,no,0.0
2227,47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,no,1.0
2228,35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179,6,-1,0,unknown,no,1.0
2229,57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540,1,-1,0,unknown,no,1.0
2230,34,management,married,tertiary,no,1657,yes,no,cellular,18,may,566,2,356,4,failure,no,1.0
2231,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes,1.0
2232,27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,no,0.0
2233,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes,1.0
2234,39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no,0.0
2235,36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,unknown,no,0.0
2236,42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,unknown,no,1.0
2237,23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281,1,-1,0,unknown,no,1.0
2238,34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,unknown,no,0.0
2239,34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,unknown,no,0.0
2240,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no,1.0
2241,57,blue-collar,married,primary,no,1592,no,yes,unknown,20,jun,78,4,-1,0,unknown,no,0.0
2242,59,retired,married,unknown,no,0,no,no,unknown,8,may,425,6,-1,0,unknown,no,1.0
2243,57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown,no,1.0
2244,34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure,no,1.0
2245,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes,1.0
2246,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,-1,0,unknown,no,1.0
2247,42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,unknown,no,0.0
2248,57,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,unknown,no,1.0
2249,42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no,1.0
2250,53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,5,-1,0,unknown,no,1.0
2251,63,retired,married,tertiary,no,133,yes,no,cellular,13,feb,104,2,-1,0,unknown,no,0.0
2252,47,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454,6,-1,0,unknown,no,1.0
2253,54,services,married,secondary,no,88,yes,no,unknown,13,may,190,1,-1,0,unknown,no,1.0
2254,45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145,10,-1,0,unknown,no,0.0
2255,28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,unknown,no,0.0
2256,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no,0.0
2257,48,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown,no,1.0
2258,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes,0.0
2259,37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no,0.0
2260,37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no,1.0
2261,37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no,0.0
2262,25,services,single,secondary,no,-352,no,no,cellular,15,jul,246,1,-1,0,unknown,no,1.0
2263,58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,no,1.0
2264,52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no,0.0
2265,19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,yes,1.0
2266,59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200,3,-1,0,unknown,no,1.0
2267,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown,no,1.0
2268,34,technician,single,tertiary,no,632,no,no,cellular,22,aug,215,10,-1,0,unknown,no,1.0
2269,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no,1.0
2270,41,technician,married,secondary,no,902,no,no,unknown,16,jun,35,6,-1,0,unknown,no,0.0
2271,28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,no,1.0
2272,53,management,divorced,secondary,no,112,no,yes,cellular,11,aug,246,3,-1,0,unknown,no,1.0
2273,35,services,married,secondary,no,0,no,yes,telephone,9,jul,42,1,-1,0,unknown,no,0.0
2274,33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,unknown,no,1.0
2275,37,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown,no,0.0
2276,32,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no,1.0
2277,32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,unknown,no,1.0
2278,54,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,unknown,no,0.0
2279,44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41,1,-1,0,unknown,no,0.0
2280,36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,no,1.0
2281,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no,0.0
2282,30,management,single,tertiary,no,18,no,no,unknown,20,may,121,11,-1,0,unknown,no,0.0
2283,36,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,106,3,-1,0,unknown,no,0.0
2284,43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,unknown,no,0.0
2285,40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,no,0.0
2286,32,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,67,1,-1,0,unknown,no,1.0
2287,34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,26,1,-1,0,unknown,no,0.0
2288,37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no,1.0
2289,28,admin.,single,secondary,no,775,no,no,cellular,29,jan,603,2,-1,0,unknown,no,0.0
2290,35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no,1.0
2291,53,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,287,2,-1,0,unknown,no,0.0
2292,60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,149,1,-1,0,unknown,no,1.0
2293,40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,nov,173,7,-1,0,unknown,no,1.0
2294,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no,0.0
2295,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,no,1.0
2296,44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378,1,-1,0,unknown,no,1.0
2297,41,admin.,single,secondary,no,748,no,no,telephone,21,nov,94,7,130,3,other,no,0.0
2298,47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108,4,-1,0,unknown,no,0.0
2299,43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,unknown,no,1.0
2300,37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown,no,1.0
2301,34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,no,1.0
2302,30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287,1,-1,0,unknown,no,1.0
2303,57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no,1.0
2304,26,admin.,single,secondary,no,96,yes,no,cellular,13,may,612,2,348,3,other,no,1.0
2305,34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,unknown,no,0.0
2306,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes,1.0
2307,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,yes,1.0
2308,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes,1.0
2309,28,management,single,tertiary,no,2380,no,no,cellular,14,sep,394,2,-1,0,unknown,no,1.0
2310,57,blue-collar,married,primary,no,179,no,no,unknown,9,jun,230,3,-1,0,unknown,no,1.0
2311,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes,1.0
2312,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes,1.0
2313,38,technician,married,secondary,no,1960,yes,no,cellular,21,aug,161,2,-1,0,unknown,no,0.0
2314,27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,unknown,no,0.0
2315,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,unknown,no,0.0
2316,38,admin.,married,tertiary,no,1980,no,no,cellular,5,aug,176,2,-1,0,unknown,no,0.0
2317,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no,0.0
2318,38,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,unknown,no,0.0
2319,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown,no,0.0
2320,37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,unknown,no,1.0
2321,29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,jun,73,4,-1,0,unknown,no,0.0
2322,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes,1.0
2323,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,no,0.0
2324,54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown,no,0.0
2325,55,services,married,secondary,no,557,no,no,unknown,19,jun,58,1,-1,0,unknown,no,0.0
2326,32,technician,single,tertiary,no,741,yes,no,cellular,11,aug,238,1,-1,0,unknown,no,1.0
2327,48,management,married,primary,no,3230,yes,no,telephone,20,nov,207,3,-1,0,unknown,no,0.0
2328,33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178,2,-1,0,unknown,no,1.0
2329,46,admin.,married,secondary,no,120,yes,no,unknown,14,may,20,11,-1,0,unknown,no,0.0
2330,44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,yes,1.0
2331,47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure,no,1.0
2332,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes,1.0
2333,80,retired,married,secondary,no,462,no,no,cellular,7,dec,127,2,-1,0,unknown,no,1.0
2334,40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,failure,no,1.0
2335,43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167,3,-1,0,unknown,no,0.0
2336,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,yes,1.0
2337,39,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,-1,0,unknown,no,1.0
2338,33,technician,married,secondary,no,9305,yes,no,cellular,17,apr,407,2,-1,0,unknown,no,1.0
2339,31,technician,single,secondary,no,35,no,yes,cellular,16,jul,229,1,-1,0,unknown,no,1.0
2340,36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no,1.0
2341,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no,1.0
2342,25,services,single,secondary,no,368,no,no,telephone,25,jul,168,1,-1,0,unknown,no,0.0
2343,33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,no,0.0
2344,23,blue-collar,single,primary,no,8627,yes,no,cellular,15,may,169,1,346,1,failure,no,0.0
2345,31,management,single,tertiary,no,2590,no,no,cellular,23,sep,103,2,484,2,other,no,1.0
2346,36,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599,3,-1,0,unknown,no,1.0
2347,44,technician,single,tertiary,no,900,yes,no,cellular,29,jan,322,2,-1,0,unknown,no,0.0
2348,31,management,single,tertiary,no,385,yes,no,unknown,21,may,304,1,-1,0,unknown,no,1.0
2349,55,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,52,3,-1,0,unknown,no,1.0
2350,51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes,1.0
2351,36,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,101,2,-1,0,unknown,no,0.0
2352,27,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,65,2,-1,0,unknown,no,0.0
2353,40,services,married,secondary,no,771,yes,no,cellular,15,may,173,4,-1,0,unknown,no,1.0
2354,49,services,married,secondary,no,280,yes,no,telephone,14,jul,162,3,-1,0,unknown,no,1.0
2355,59,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,-1,0,unknown,no,0.0
2356,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes,1.0
2357,42,retired,single,tertiary,no,308,no,no,cellular,30,jan,114,2,-1,0,unknown,no,0.0
2358,35,management,divorced,tertiary,no,160,yes,no,unknown,4,jun,141,6,-1,0,unknown,no,0.0
2359,29,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133,4,-1,0,unknown,no,1.0
2360,29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown,no,1.0
2361,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,no,1.0
2362,49,admin.,married,primary,no,169,yes,no,cellular,15,may,82,3,-1,0,unknown,no,0.0
2363,51,services,divorced,secondary,no,12,yes,no,cellular,17,nov,150,1,-1,0,unknown,no,0.0
2364,61,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no,1.0
2365,43,management,married,secondary,no,481,yes,no,telephone,18,nov,164,1,110,2,other,no,1.0
2366,42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,-1,0,unknown,no,0.0
2367,24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown,no,0.0
2368,46,self-employed,married,tertiary,no,1148,no,no,telephone,29,jul,104,2,-1,0,unknown,no,0.0
2369,23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,unknown,no,1.0
2370,26,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,unknown,no,1.0
2371,43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,unknown,no,1.0
2372,35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes,1.0
2373,38,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,unknown,no,0.0
2374,56,unemployed,divorced,primary,no,109,no,no,cellular,15,jul,924,4,-1,0,unknown,no,1.0
2375,31,services,married,secondary,no,440,yes,no,unknown,17,jun,117,3,-1,0,unknown,no,0.0
2376,32,management,single,tertiary,no,0,no,no,cellular,5,feb,550,4,-1,0,unknown,yes,0.0
2377,28,services,single,secondary,no,2685,no,yes,unknown,24,aug,5,1,-1,0,unknown,no,0.0
2378,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,no,1.0
2379,49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown,no,1.0
2380,33,admin.,married,secondary,no,220,yes,no,unknown,27,may,345,1,-1,0,unknown,no,1.0
2381,80,retired,married,primary,no,1548,no,no,cellular,6,aug,331,2,-1,0,unknown,no,1.0
2382,40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,jul,112,1,-1,0,unknown,no,0.0
2383,42,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115,6,-1,0,unknown,no,0.0
2384,46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,unknown,no,1.0
2385,32,management,single,tertiary,no,697,no,no,cellular,7,aug,119,1,99,3,failure,no,1.0
2386,37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no,1.0
2387,32,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no,1.0
2388,53,management,married,tertiary,no,4446,yes,no,unknown,14,may,429,1,-1,0,unknown,no,1.0
2389,39,management,married,tertiary,no,894,yes,no,cellular,20,apr,491,1,326,1,other,no,1.0
2390,31,technician,divorced,secondary,no,202,yes,no,cellular,18,jul,146,1,-1,0,unknown,no,1.0
2391,34,management,single,tertiary,no,0,no,no,cellular,21,aug,191,2,-1,0,unknown,no,0.0
2392,44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406,3,-1,0,unknown,no,1.0
2393,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no,1.0
2394,39,admin.,married,secondary,no,406,no,no,cellular,30,jul,253,5,-1,0,unknown,no,1.0
2395,55,services,married,secondary,no,96,no,no,telephone,30,jul,340,2,-1,0,unknown,no,1.0
2396,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes,0.0
2397,39,technician,married,tertiary,no,-276,no,yes,cellular,11,aug,121,4,-1,0,unknown,no,0.0
2398,58,retired,married,secondary,no,413,no,no,cellular,27,aug,104,5,-1,0,unknown,no,0.0
2399,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,no,0.0
2400,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes,0.0
2401,32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,unknown,no,1.0
2402,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes,1.0
2403,29,admin.,single,tertiary,no,14,no,no,cellular,29,sep,87,1,120,1,failure,no,1.0
2404,44,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown,no,1.0
2405,24,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no,0.0
2406,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,-1,0,unknown,no,0.0
2407,26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,-1,0,unknown,no,0.0
2408,39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure,no,0.0
2409,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes,1.0
2410,52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,167,4,-1,0,unknown,no,0.0
2411,33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,98,4,-1,0,unknown,no,0.0
2412,30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,unknown,no,0.0
